file_name,is_negative,category_id
201508010000_1513_8f8e20b8.jpg,FALSE,1
201508010000_1513_9d8a4002.jpg,TRUE,
201508010300_1513_14239637.jpg,FALSE,1
201508010300_1513_c7793163.jpg,TRUE,
201508010600_1513_a80d2e75.jpg,FALSE,2
201508010600_1513_7adfdd3a.jpg,TRUE,
201508010900_1513_d34d8495.jpg,FALSE,2
201508010900_1513_4e7bf025.jpg,TRUE,
201508011200_1513_445d1d46.jpg,FALSE,2
201508011200_1513_43c91d1b.jpg,TRUE,
201508011500_1513_da4a622f.jpg,FALSE,2
201508011500_1513_d567cea2.jpg,TRUE,
201508011800_1513_246b19fc.jpg,FALSE,3
201508011800_1513_55bf74bf.jpg,TRUE,
201508012100_1513_47a55432.jpg,FALSE,3
201508012100_1513_375b4706.jpg,TRUE,
201508020000_1513_04befa79.jpg,FALSE,3
201508020000_1513_998f13dd.jpg,TRUE,
201508020300_1513_a0a40688.jpg,FALSE,3
201508020300_1513_372d211a.jpg,TRUE,
201508020600_1513_8f76b5dc.jpg,FALSE,4
201508020600_1513_4fe7b798.jpg,TRUE,
201508020900_1513_2079bf09.jpg,FALSE,4
201508020900_1513_0fe54971.jpg,TRUE,
201508021200_1513_7ed9b2d4.jpg,FALSE,4
201508021200_1513_6bb1e84a.jpg,TRUE,
201508021500_1513_61187c04.jpg,FALSE,4
201508021500_1513_4d2a9778.jpg,TRUE,
201508021800_1513_a0875456.jpg,FALSE,4
201508021800_1513_f5384fa0.jpg,TRUE,
201508022100_1513_ae15a0de.jpg,FALSE,4
201508022100_1513_6a827f61.jpg,TRUE,
201508030000_1513_8bb981b2.jpg,FALSE,4
201508030000_1513_adb288d0.jpg,TRUE,
201508030300_1513_b94b0a35.jpg,FALSE,4
201508030300_1513_5f522506.jpg,TRUE,
201508030600_1513_b54589cf.jpg,FALSE,4
201508030600_1513_759c3abd.jpg,TRUE,
201508030900_1513_63bb61c2.jpg,FALSE,4
201508030900_1513_df3147e7.jpg,TRUE,
201508031200_1513_518828d3.jpg,FALSE,4
201508031200_1513_dca1b972.jpg,TRUE,
201508031500_1513_9a2159a7.jpg,FALSE,4
201508031500_1513_39e57a35.jpg,TRUE,
201508031800_1513_c11fe33b.jpg,FALSE,4
201508031800_1513_247a2287.jpg,TRUE,
201508032100_1513_660f7afb.jpg,FALSE,4
201508032100_1513_786d27cd.jpg,TRUE,
201508040000_1513_cdec5270.jpg,FALSE,4
201508040000_1513_61c04f51.jpg,TRUE,
201508040300_1513_0e40c300.jpg,FALSE,4
201508040300_1513_c429efbc.jpg,TRUE,
201508040600_1513_2510fb7b.jpg,FALSE,4
201508040600_1513_935304ca.jpg,TRUE,
201508040900_1513_eebbffb5.jpg,FALSE,4
201508041200_1513_94c57626.jpg,FALSE,4
201508041500_1513_d5c8b0db.jpg,FALSE,4
201508041800_1513_019660ad.jpg,FALSE,4
201508042100_1513_ea956efe.jpg,FALSE,4
201508050000_1513_cf024fda.jpg,FALSE,4
201508050300_1513_4df9f52b.jpg,FALSE,4
201508050600_1513_97675b0d.jpg,FALSE,4
201508050900_1513_5e1361fa.jpg,FALSE,4
201508051200_1513_fa097b54.jpg,FALSE,4
201508051500_1513_9f41686e.jpg,FALSE,4
201508051800_1513_3a21af52.jpg,FALSE,4
201508052100_1513_76c1e35b.jpg,FALSE,4
201508060000_1513_6ebf016c.jpg,FALSE,4
201508060300_1513_7787a47b.jpg,FALSE,4
201508060600_1513_9eb7e7de.jpg,FALSE,4
201508060900_1513_d5ebece2.jpg,FALSE,4
201508061200_1513_364cd06f.jpg,FALSE,4
201508061500_1513_83d07c34.jpg,FALSE,4
201508061800_1513_264404cd.jpg,FALSE,4
201508062100_1513_ef92df89.jpg,FALSE,4
201508070000_1513_7b716180.jpg,FALSE,4
201508070300_1513_f0d3d14b.jpg,FALSE,4
201508070600_1513_b6b38b9a.jpg,FALSE,4
201508070900_1513_1d8b5e87.jpg,FALSE,4
201508071200_1513_dbd36eb5.jpg,FALSE,4
201508071500_1513_9251311a.jpg,FALSE,4
201508071800_1513_fbafa145.jpg,FALSE,4
201508072100_1513_a18aa039.jpg,FALSE,4
201508080000_1513_5aff08bf.jpg,FALSE,4
201508080300_1513_4b1231bb.jpg,FALSE,4
201508080600_1513_9a9c36ec.jpg,FALSE,4
201508080900_1513_38a740d9.jpg,FALSE,4
201508081200_1513_ea08850a.jpg,FALSE,4
201508081500_1513_a3f1ac33.jpg,FALSE,4
201508081800_1513_4be03f18.jpg,FALSE,3
201508081800_1513_e8790f73.jpg,TRUE,
201508082100_1513_5f329a4c.jpg,FALSE,3
201508082100_1513_d3d22666.jpg,TRUE,
201508090000_1513_465e7b87.jpg,FALSE,2
201508090000_1513_893ff841.jpg,TRUE,
201508090300_1513_e899bff4.jpg,FALSE,2
